 ******* Program SOILCO2
 *******  Zalf Lysimeter Dedelow Dd_2_6 with Nitrogen                            
 Units: L = cm  , T = day , M = kg  

 CosAlf,MaxIt,TolTh,TolH
 1.000   20 0.00100   0.010

 TopInF,BotInF,AtmBC,SinkF,WLayer,qGWLF,FreeD,SeepF,lWat,lCO2,lRoot,lTemp,InitWC
     T     T     T     T     T     F     F     F     T     T     F     T     T
 using plants

Nodal point information

node      x         hOld    MatN LayN  Beta      CO2       Temp     Conc...
  205      2.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  204      3.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  203      3.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  202      4.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  201      4.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  200      5.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  199      5.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  198      6.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  197      6.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  196      7.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  195      7.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  194      8.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  193      8.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  192      9.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  191      9.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  190     10.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  189     10.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  188     11.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  187     11.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  186     12.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  185     12.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  184     13.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  183     13.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  182     14.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  181     14.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  180     15.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  179     15.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  178     16.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  177     16.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  176     17.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  175     17.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  174     18.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  173     18.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  172     19.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  171     19.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  170     20.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  169     20.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  168     21.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  167     21.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  166     22.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  165     22.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  164     23.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  163     23.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  162     24.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  161     24.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  160     25.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  159     25.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  158     26.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  157     26.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  156     27.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  155     27.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  154     28.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  153     28.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  152     29.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  151     29.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  150     30.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  149     30.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  148     31.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  147     31.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  146     32.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  145     32.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  144     33.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  143     33.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  142     34.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  141     34.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  140     35.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  139     35.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  138     36.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  137     36.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  136     37.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  135     37.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  134     38.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  133     38.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  132     39.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  131     39.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  130     40.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  129     40.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  128     41.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  127     41.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  126     42.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  125     42.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  124     43.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  123     43.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  122     44.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  121     44.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  120     45.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  119     45.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  118     46.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  117     46.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  116     47.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  115     47.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  114     48.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  113     48.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  112     49.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  111     49.50     0.000     0.352      -0.0   0.745E+03     1.556     0.000
  110     50.00     0.000     0.352      -0.0   0.745E+03     1.556     0.000
  109     50.50     0.000     0.352      -0.0   0.745E+03     1.556     0.000
  108     51.00     0.000     0.352      -0.0   0.745E+03     1.556     0.000
  107     51.50     0.000     0.352      -0.0   0.745E+03     1.556     0.000
  106     52.00     0.000     0.352      -0.0   0.745E+03     1.556     0.000
  105     52.50     0.000     0.352      -0.0   0.745E+03     1.556     0.000
  104     53.00     0.000     0.352      -0.0   0.745E+03     1.556     0.000
  103     53.50     0.000     0.352      -0.0   0.745E+03     1.556     0.000
  102     54.00     0.000     0.352      -0.0   0.745E+03     1.556     0.000
  101     54.50     0.000     0.360      -0.0   0.621E+03     1.298     0.000
  100     55.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   99     55.50     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   98     56.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   97     56.50     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   96     57.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   95     57.50     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   94     58.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   93     58.50     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   92     59.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   91     59.50     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   90     60.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   89     61.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   88     62.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   87     63.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   86     64.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   85     65.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   84     66.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   83     67.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   82     68.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   81     69.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   80     70.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   79     71.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   78     72.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   77     73.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   76     74.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   75     75.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   74     76.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   73     77.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   72     78.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   71     79.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   70     80.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   69     81.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   68     82.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   67     83.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   66     84.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   65     85.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   64     86.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   63     87.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   62     88.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   61     89.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   60     90.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   59     91.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   58     92.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   57     93.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   56     94.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   55     95.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   54     96.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   53     97.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   52     98.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   51     99.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   50    100.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   49    101.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   48    102.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   47    103.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   46    104.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   45    105.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   44    106.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   43    107.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   42    108.00     0.000     0.360      -0.0   0.621E+03     1.298     0.000
   41    109.00     0.000     0.431      -0.0   0.324E+03     0.677     0.000
   40    110.00     0.000     0.431      -0.0   0.324E+03     0.677     0.000
   39    111.00     0.000     0.431      -0.0   0.324E+03     0.677     0.000
   38    112.00     0.000     0.431      -0.0   0.324E+03     0.677     0.000
   37    113.00     0.000     0.431      -0.0   0.324E+03     0.677     0.000
   36    114.00     0.000     0.431      -0.0   0.324E+03     0.677     0.000
   35    115.00     0.000     0.431      -0.0   0.324E+03     0.677     0.000
   34    116.00     0.000     0.431      -0.0   0.324E+03     0.677     0.000
   33    117.00     0.000     0.431      -0.0   0.324E+03     0.677     0.000
   32    118.00     0.000     0.431      -0.0   0.324E+03     0.677     0.000
   31    119.00     0.000     0.431      -0.0   0.324E+03     0.677     0.000
   30    120.00     0.000     0.431      -0.0   0.324E+03     0.677     0.000
   29    121.00     0.000     0.431      -0.0   0.324E+03     0.677     0.000
   28    122.00     0.000     0.431      -0.0   0.324E+03     0.677     0.000
   27    123.00     0.000     0.431      -0.0   0.324E+03     0.677     0.000
   26    124.00     0.000     0.431      -0.0   0.324E+03     0.677     0.000
   25    125.00     0.000     0.431      -0.0   0.324E+03     0.677     0.000
   24    126.00     0.000     0.431      -0.0   0.324E+03     0.677     0.000
   23    127.00     0.000     0.431      -0.0   0.324E+03     0.677     0.000
   22    128.00     0.000     0.431      -0.0   0.324E+03     0.677     0.000
   21    129.00     0.000     0.397      -0.0   0.500E+01     0.010     0.000
   20    130.00     0.000     0.397      -0.0   0.500E+01     0.010     0.000
   19    131.00     0.000     0.397      -0.0   0.500E+01     0.010     0.000
   18    132.00     0.000     0.397      -0.0   0.500E+01     0.010     0.000
   17    133.00     0.000     0.397      -0.0   0.500E+01     0.010     0.000
   16    134.00     0.000     0.397      -0.0   0.500E+01     0.010     0.000
   15    135.00     0.000     0.397      -0.0   0.500E+01     0.010     0.000
   14    136.00     0.000     0.397      -0.0   0.500E+01     0.010     0.000
   13    137.00     0.000     0.397      -0.0   0.500E+01     0.010     0.000
   12    138.00     0.000     0.397      -0.0   0.500E+01     0.010     0.000
   11    139.00     0.000     0.397      -0.0   0.500E+01     0.010     0.000
   10    140.00     0.000     0.397      -0.0   0.500E+01     0.010     0.000
    9    141.00     0.000     0.397      -0.0   0.500E+01     0.010     0.000
    8    142.00     0.000     0.397      -0.0   0.500E+01     0.010     0.000
    7    143.00     0.000     0.397      -0.0   0.500E+01     0.010     0.000
    6    144.00     0.000     0.397      -0.0   0.500E+01     0.010     0.000
    5    145.00     0.000     0.397      -0.0   0.500E+01     0.010     0.000
    4    146.00     0.000     0.397      -0.0   0.500E+01     0.010     0.000
    3    147.00     0.000     0.397      -0.0   0.500E+01     0.010     0.000
    2    148.00     0.000     0.397      -0.0   0.500E+01     0.010     0.000
    1    149.00     0.000     0.397      -0.0   0.500E+01     0.010     0.000
end
